GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000151117	11	18714669	18726332	27	8	3542806	-0.31883	0.62507	TMEM86A
ENSG00000179057	11	18725852	18747777	73	12	3542065	1.0918	0.13746	IGSF22
ENSG00000110786	11	18749475	18814268	159	30	3525811	1.5461	0.061046	PTPN5
ENSG00000170255	11	18955360	18961054	4	1	3447338	-2.4568	0.99299	MRGPRX1
ENSG00000183695	11	19076002	19082228	40	6	3550069	-0.42414	0.66427	MRGPRX2
ENSG00000177054	11	19138646	19197969	115	13	3515526	0.51697	0.30259	ZDHHC13
ENSG00000129170	11	19203578	19232120	91	19	3533297	-0.34699	0.6357	CSRP3
ENSG00000129173	11	19245610	19263167	20	7	3515162	0.42589	0.33509	E2F8
ENSG00000166833	11	19372271	20143144	1868	187	3529670	3.0456	0.0011612	NAV2
ENSG00000109851	11	20177701	20182159	9	4	3494480	1.7423	0.040726	DBX1
ENSG00000109854	11	20385231	20405329	47	8	3533010	0.43593	0.33145	HTATIP2
ENSG00000185238	11	20409076	20530840	265	16	3530729	-0.08328	0.53319	PRMT3
ENSG00000165970	11	20620946	20680831	235	32	3527013	1.5454	0.061127	SLC6A5
ENSG00000165973	11	20691117	21597227	2450	206	3524889	3.104	0.00095447	NELL1
ENSG00000171714	11	22214722	22304903	129	9	3536616	1.7227	0.042471	ANO5
ENSG00000091664	11	22359643	22401049	100	24	3490515	1.6514	0.049326	SLC17A6
ENSG00000183161	11	22644079	22647387	6	3	3556927	2.8328	0.0023073	FANCF
ENSG00000229387	11	22646860	22647369	1	1	3583863	2.482	0.006532	AC103801.2
ENSG00000148935	11	22647188	22834601	334	27	3520708	1.2416	0.10719	GAS2
ENSG00000198168	11	22835345	22851845	21	5	3522078	0.09335	0.46281	SVIP
ENSG00000255359	11	22868477	22881972	41	5	3528896	0.74986	0.22667	CCDC179
ENSG00000187398	11	24518516	25104150	1988	99	3520561	5.7397	4.7423e-09	LUZP2
ENSG00000134343	11	26210829	26684835	2152	70	3529913	0.86481	0.19357	ANO3
ENSG00000169550	11	26580580	26593780	42	11	3531552	0.35098	0.3628	MUC15
ENSG00000148942	11	26688566	26744974	172	30	3549931	1.2087	0.11339	SLC5A12
ENSG00000176971	11	27015628	27018630	4	2	3575743	0.71883	0.23612	FIBIN
ENSG00000129151	11	27062272	27149356	229	22	3549606	0.2986	0.38262	BBOX1
ENSG00000109881	11	27352374	27385415	78	14	3544526	2.4576	0.0069942	CCDC34
ENSG00000205213	11	27387508	27494322	188	26	3542524	2.4638	0.0068729	LGR4
ENSG00000148943	11	27516123	27528320	15	4	3535396	1.4527	0.073156	LIN7C
ENSG00000176697	11	27676440	27743605	96	13	3512916	3.3111	0.00046458	BDNF
ENSG00000121621	11	28042167	28129855	83	13	3520737	3.1445	0.00083186	KIF18A
ENSG00000169519	11	28129795	28355054	200	17	3522932	3.1839	0.00072651	METTL15
ENSG00000182255	11	30031288	30038570	6	3	3573766	3.0731	0.0010593	KCNA4
ENSG00000131808	11	30252563	30256808	11	2	3544773	3.2534	0.00057012	FSHB
ENSG00000152219	11	30344598	30359774	36	6	3550661	4.3363	7.2441e-06	ARL14EP
ENSG00000066382	11	30406040	30608419	479	38	3548097	6.0342	7.9863e-10	MPPED2
ENSG00000170959	11	30851916	31391357	634	21	3525142	7.8058	2.9564e-15	DCDC1
ENSG00000170946	11	31391387	31453396	83	9	3513179	5.2299	8.4808e-08	DNAJC24
ENSG00000148950	11	31453948	31531192	71	6	3537354	2.3221	0.010113	IMMP1L
ENSG00000109911	11	31531297	31805546	292	13	3527804	3.0108	0.0013028	ELP4
ENSG00000007372	11	31806340	31839509	41	5	3529176	7.4213	5.8009e-14	PAX6
ENSG00000049449	11	31833939	32127301	632	61	3531086	6.9584	1.7208e-12	RCN1
ENSG00000184937	11	32409321	32457176	169	16	3544595	0.71378	0.23768	WT1
ENSG00000149100	11	32605344	32627808	55	11	3550077	3.9105	4.6052e-05	EIF3M
ENSG00000186714	11	32623792	32816204	429	20	3516677	3.1687	0.00076568	CCDC73
ENSG00000135378	11	32851489	32879669	35	6	3543945	2.4504	0.0071344	PRRG4
ENSG00000060749	11	32914724	33014862	117	7	3492988	1.8913	0.029294	QSER1
ENSG00000121690	11	33037410	33055128	61	6	3536242	0.58996	0.27761	DEPDC7
ENSG00000176148	11	33060963	33127489	216	14	3530166	0.49174	0.31145	TCP11L1
ENSG00000176102	11	33098734	33183917	182	13	3531269	-0.67476	0.75009	CSTF3
ENSG00000110422	11	33278218	33378569	140	13	3532178	-0.028027	0.51118	HIPK3
ENSG00000110427	11	33563618	33695648	277	26	3521476	2.6354	0.0042014	KIAA1549L
ENSG00000205177	11	33719807	33722347	14	6	3539437	0.79861	0.21226	C11orf91
ENSG00000085063	11	33719807	33757991	109	18	3529467	0.46503	0.32095	CD59
ENSG00000110429	11	33762485	33796089	87	11	3551992	0.63665	0.26218	FBXO3
ENSG00000135363	11	33880122	33913836	93	16	3546015	1.109	0.13371	LMO2
ENSG00000184566	11	33902189	33903338	4	2	3567623	-0.8097	0.79094	AC132216.1
ENSG00000135387	11	34073230	34122703	110	3	3523758	-0.63082	0.73592	CAPRIN1
ENSG00000135372	11	34127149	34169217	70	4	3551149	-1.149	0.87472	NAT10
ENSG00000166016	11	34172535	34379555	490	78	3511640	0.06451	0.47428	ABTB2
ENSG00000121691	11	34460472	34493609	76	10	3551775	0.78379	0.21658	CAT
ENSG00000135374	11	34500340	34535352	125	14	3537756	-0.19839	0.57863	ELF5
ENSG00000135373	11	34642640	34682604	83	21	3540184	-1.1929	0.88354	EHF
ENSG00000149089	11	34874641	34938046	290	13	3544386	-0.76239	0.77709	APIP
ENSG00000110435	11	34937376	35042138	402	17	3534544	-1.0699	0.85768	PDHX
ENSG00000269766	11	35150091	35150215	1	1	3424520	0.78748	0.2155	AL356215.1
ENSG00000026508	11	35160417	35253949	309	48	3545572	1.0489	0.14712	CD44
ENSG00000110436	11	35272753	35441610	474	36	3545008	0.8332	0.20237	SLC1A2
ENSG00000149090	11	35453370	35551848	315	33	3525405	1.9974	0.022891	PAMR1
ENSG00000179431	11	35639735	35642419	1	1	3583863	2.6223	0.004367	FJX1
ENSG00000166326	11	35684353	35829775	127	22	3509215	2.2552	0.012061	TRIM44
ENSG00000179241	11	35965531	36253686	851	87	3534596	2.0913	0.01825	LDLRAD3
ENSG00000110442	11	36295051	36310999	41	6	3544344	2.1899	0.014264	COMMD9
ENSG00000135362	11	36317838	36486754	560	53	3535775	2.1827	0.01453	PRR5L
ENSG00000175104	11	36508577	36531822	37	7	3544937	0.79037	0.21465	TRAF6
ENSG00000166349	11	36532259	36614706	146	18	3538648	0.73564	0.23098	RAG1
ENSG00000175097	11	36597124	36619829	59	7	3534151	0.2583	0.39809	RAG2
ENSG00000166352	11	36616051	36694823	272	11	3529700	0.091247	0.46365	C11orf74
ENSG00000148948	11	40135753	41481323	3160	164	3531397	3.0537	0.0011301	LRRC4C
ENSG00000166181	11	43333513	43366079	55	15	3545430	1.5342	0.062494	API5
ENSG00000052841	11	43380482	43516483	273	25	3532237	1.6221	0.052396	TTC17
ENSG00000149084	11	43577986	43878167	389	35	3513486	3.0554	0.0011236	HSD17B12
ENSG00000166199	11	43902361	43941816	121	15	3543234	-0.6885	0.75443	ALKBH3
ENSG00000187479	11	43946892	43965888	60	16	3506093	0.12628	0.44976	C11orf96
ENSG00000205126	11	44069531	44081527	21	7	3561037	-0.080019	0.53189	ACCSL
ENSG00000110455	11	44087475	44105772	58	11	3532353	-0.50732	0.69403	ACCS
ENSG00000151348	11	44117099	44266979	262	20	3528034	1.0053	0.15737	EXT2
ENSG00000052850	11	44281994	44331716	163	28	3528789	0.43304	0.33249	ALX4
ENSG00000085117	11	44585977	44641913	186	33	3530843	0.25411	0.3997	CD82
ENSG00000157570	11	44748015	44953972	599	64	3530619	4.1844	1.4294e-05	TSPAN18
ENSG00000175274	11	44907454	44972840	145	25	3525501	2.5551	0.0053086	TP53I11
ENSG00000019485	11	45115564	45247734	255	22	3538218	4.7272	1.138e-06	PRDM11
ENSG00000019505	11	45261852	45307870	119	14	3530054	1.6559	0.048868	SYT13
ENSG00000175264	11	45670427	45687172	42	6	3542793	2.665	0.003849	CHST1
ENSG00000205106	11	45792983	45793909	5	3	3502242	3.6376	0.00013759	CTD-2210P24.4
ENSG00000181830	11	45825623	45834566	25	8	3515378	5.0822	1.8652e-07	SLC35C1
ENSG00000121671	11	45868669	45904798	65	12	3550701	3.7921	7.4697e-05	CRY2
ENSG00000121653	11	45907202	45928016	33	12	3516860	3.8564	5.7534e-05	MAPK8IP1
ENSG00000121680	11	45931220	45940363	17	4	3481954	4.8329	6.7272e-07	PEX16
ENSG00000165905	11	45943172	45950647	19	7	3491430	5.5187	1.7078e-08	GYLTL1B
ENSG00000135365	11	45950871	46142985	263	14	3522188	3.7946	7.395e-05	PHF21A
ENSG00000157613	11	46299212	46342972	70	13	3530169	4.8397	6.503e-07	CREB3L1
ENSG00000149091	11	46354455	46402104	52	11	3524198	4.6122	1.9924e-06	DGKZ
ENSG00000110492	11	46402306	46405375	3	1	3519922	3.1733	0.00075367	MDK
ENSG00000180720	11	46406640	46408107	1	1	3392040	3.4909	0.0002407	CHRM4
ENSG00000110497	11	46417964	46615675	164	17	3515420	3.866	5.5315e-05	AMBRA1
ENSG00000180423	11	46624411	46639459	11	3	3519016	3.1085	0.00094024	HARBI1
ENSG00000175224	11	46638826	46696368	47	7	3493860	3.4056	0.00033006	ATG13
ENSG00000175220	11	46698630	46722165	25	8	3534883	5.8047	3.2246e-09	ARHGAP1
ENSG00000175213	11	46722368	46727462	5	2	3583863	4.1137	1.9465e-05	ZNF408
ENSG00000180210	11	46740730	46761056	53	8	3503679	4.5109	3.2272e-06	F2
ENSG00000175216	11	46764598	46867847	141	17	3517677	5.0807	1.8798e-07	CKAP5
ENSG00000134569	11	46878419	46940193	103	12	3464880	5.3256	5.0306e-08	LRP4
ENSG00000149179	11	46958240	47185936	279	17	3527799	4.3109	8.1307e-06	C11orf49
ENSG00000149182	11	47185848	47198676	19	6	3506191	3.8499	5.9082e-05	ARFGAP2
ENSG00000165912	11	47199076	47207994	19	6	3543102	4.4976	3.4362e-06	PACSIN3
ENSG00000134574	11	47236493	47260767	56	8	3541391	5.5674	1.2928e-08	DDB2
ENSG00000134575	11	47260853	47270457	26	5	3543041	5.9203	1.6072e-09	ACP2
ENSG00000025434	11	47269851	47290396	43	6	3524108	4.4897	3.567e-06	NR1H3
ENSG00000110514	11	47290712	47351582	130	14	3534794	4.869	5.608e-07	MADD
ENSG00000134571	11	47352957	47374253	39	11	3507967	7.0575	8.4766e-13	MYBPC3
ENSG00000066336	11	47376411	47400127	61	8	3498798	3.0598	0.0011075	SPI1
ENSG00000165915	11	47428683	47438047	19	4	3564127	3.514	0.00022071	SLC39A13
ENSG00000165916	11	47440320	47447993	14	4	3510152	3.4213	0.00031164	PSMC3
ENSG00000165917	11	47459308	47470730	33	5	3553094	3.1252	0.00088849	RAPSN
ENSG00000149187	11	47487496	47587121	103	19	3511355	5.3775	3.7756e-08	CELF1
ENSG00000213619	11	47586888	47606114	16	6	3471560	6.3394	1.1533e-10	NDUFS3
ENSG00000110536	11	47586982	47595013	6	2	3469846	6.267	1.8404e-10	PTPMT1
ENSG00000123444	11	47593749	47600567	5	3	3451506	5.5224	1.6724e-08	KBTBD4
ENSG00000231880	11	47599277	47599823	1	1	3583276	4.2525	1.057e-05	KBTBD4
ENSG00000196666	11	47608198	47610746	1	1	3583863	5.9307	1.508e-09	FAM180B
ENSG00000172247	11	47611216	47616211	4	2	3537879	4.1442	1.705e-05	C1QTNF4
ENSG00000109919	11	47638867	47664175	19	5	3510081	4.0915	2.1427e-05	MTCH2
ENSG00000165923	11	47681143	47736941	85	11	3519713	4.0737	2.3139e-05	AGBL2
ENSG00000109920	11	47738072	47788995	72	10	3516561	2.743	0.003044	FNBP4
ENSG00000030066	11	47799639	47870107	91	11	3524788	3.496	0.00023612	NUP160
ENSG00000149177	11	48002113	48189670	309	18	3539105	3.4143	0.00031978	PTPRJ
ENSG00000175619	11	48238344	48239314	4	2	3531951	4.392	5.6148e-06	OR4B1
ENSG00000176567	11	48285413	48286330	4	2	3544027	4.2587	1.0283e-05	OR4X1
ENSG00000176555	11	48327775	48328704	2	1	3556780	3.0999	0.00096789	OR4S1
ENSG00000176547	11	48346472	48347507	1	1	3379140	4.2299	1.169e-05	OR4C3
ENSG00000176540	11	48387037	48388017	2	1	3393407	2.0158	0.021909	OR4C5
ENSG00000237388	11	48510269	48511332	4	2	3544027	2.3415	0.0096023	OR4A47
ENSG00000182053	11	49050504	49059579	6	1	3521634	4.4491	4.3107e-06	TRIM49B
ENSG00000214891	11	49075266	49080664	6	2	3577320	4.6288	1.8391e-06	TRIM64C
ENSG00000086205	11	49168187	49230222	129	10	3533360	3.853	5.8341e-05	FOLH1
ENSG00000258817	11	49973943	49974971	1	1	3544606	0.86945	0.1923	OR4C13
ENSG00000221840	11	51411378	51412448	6	2	3503358	3.3702	0.0003756	OR4A5
ENSG00000185926	11	51515282	51516211	6	2	3443461	3.1506	0.00081463	OR4C46
ENSG00000181961	11	55110627	55111707	2	1	3476041	1.2677	0.10245	OR4A16
ENSG00000181958	11	55135360	55136394	3	1	3461634	1.7323	0.041606	OR4A15
ENSG00000181939	11	55321783	55322895	8	2	3533120	1.9691	0.024472	OR4C15
ENSG00000181935	11	55339604	55340536	10	3	3581340	2.3732	0.0088169	OR4C16
ENSG00000172188	11	55370830	55371874	1	1	3287739	1.535	0.06239	OR4C11
ENSG00000174982	11	55418380	55419315	1	1	3314052	1.7066	0.04395	OR4S2
ENSG00000181903	11	55432614	55433671	1	1	3583863	2.979	0.001446	OR4C6
ENSG00000198877	11	55540914	55541858	2	1	3461543	0.66363	0.25346	OR5D13
ENSG00000186113	11	55563032	55563976	6	3	3557306	3.265	0.00054736	OR5D14
ENSG00000186117	11	55578854	55579952	6	1	3580894	1.7788	0.037633	OR5L1
ENSG00000186119	11	55587086	55588073	2	1	3403298	2.6945	0.0035248	OR5D18
ENSG00000205030	11	55594695	55595630	7	2	3425938	2.5933	0.0047531	OR5L2
ENSG00000205029	11	55606228	55607214	4	2	3480192	3.0697	0.0010713	OR5D16
ENSG00000124900	11	55650773	55659286	15	5	3542637	3.7411	9.1619e-05	TRIM51
ENSG00000187612	11	55681126	55682058	9	3	3536916	1.7748	0.037969	OR5W2
ENSG00000167825	11	55702932	55703876	7	2	3563104	0.91615	0.1798	OR5I1
ENSG00000174970	11	55734975	55735990	11	1	3546164	0.61099	0.2706	OR10AG1
ENSG00000149133	11	55761157	55762101	7	3	3553441	0.92571	0.1773	OR5F1
ENSG00000181785	11	55797895	55798869	6	1	3546899	0.62917	0.26462	OR5AS1
ENSG00000172154	11	55860753	55861762	4	1	3507883	0.47235	0.31834	OR8I2
ENSG00000181767	11	55872519	55873457	9	2	3511234	0.82385	0.20501	OR8H2
ENSG00000181761	11	55889849	55890787	14	3	3553118	1.5724	0.057931	OR8H3
ENSG00000167822	11	55904247	55905194	5	2	3583863	0.26449	0.3957	OR8J3
ENSG00000181752	11	55926870	55927793	1	1	3583863	0.48032	0.3155	OR8K5
ENSG00000174957	11	55944094	55945032	1	1	3583863	0.42642	0.3349	OR5J2
ENSG00000181718	11	55999490	56000737	11	4	3498332	2.47	0.0067556	OR5T2
ENSG00000172489	11	56019676	56020698	1	1	3544606	0.50181	0.3079	OR5T3
ENSG00000181698	11	56043029	56044146	3	2	3544606	4.1082	1.9941e-05	OR5T1
ENSG00000181693	11	56057529	56058566	4	2	3504770	2.9092	0.0018115	OR8H1
ENSG00000181689	11	56085783	56086721	2	1	3520606	2.9438	0.0016208	OR8K3
ENSG00000150261	11	56113421	56114507	4	2	3548859	4.2109	1.2716e-05	OR8K1
ENSG00000172487	11	56127691	56128764	6	2	3469421	1.1966	0.11573	OR8J1
ENSG00000172199	11	56143100	56144029	5	3	3246538	2.6288	0.0042841	OR8U1
ENSG00000174942	11	56184734	56185708	8	3	3555272	3.4259	0.00030636	OR5R1
ENSG00000150269	11	56229945	56230877	8	2	3483891	0.54527	0.29278	OR5M9
ENSG00000174937	11	56236964	56238014	3	1	3472491	-0.16162	0.5642	OR5M3
ENSG00000181371	11	56257825	56258871	1	1	3583863	0.38424	0.3504	OR5M8
ENSG00000255223	11	56309746	56310757	6	2	3577745	1.7338	0.041479	OR5M11
ENSG00000254834	11	56344212	56345263	2	1	3583863	1.3913	0.082072	OR5M10
ENSG00000255012	11	56380031	56380978	2	1	3559863	2.5542	0.0053223	OR5M1
ENSG00000172464	11	56408942	56409947	2	1	3504192	2.5686	0.0051062	OR5AP2
ENSG00000172459	11	56431138	56432163	3	2	3583781	3.752	8.7711e-05	OR5AR1
ENSG00000174914	11	56467864	56468781	2	1	3160876	3.2754	0.00052763	OR9G1
ENSG00000172457	11	56510303	56511287	4	2	3463645	0.59177	0.277	OR9G4
ENSG00000181273	11	56756347	56757342	3	2	3583863	-1.0064	0.84288	OR5AK2
ENSG00000183908	11	56949221	56959191	26	6	3553259	2.4596	0.0069538	LRRC55
ENSG00000134817	11	57001051	57004709	8	3	3567623	3.0317	0.0012158	APLNR
ENSG00000149115	11	57067112	57092426	56	8	3553593	2.2511	0.012191	TNKS1BP1
ENSG00000149136	11	57093459	57103351	21	4	3511936	0.90802	0.18193	SSRP1
ENSG00000109991	11	57105848	57138073	81	10	3537247	3.2332	0.00061209	P2RX3
ENSG00000156575	11	57144242	57148623	7	3	3545449	3.7763	7.9596e-05	PRG3
ENSG00000186652	11	57154267	57158130	3	2	3573036	3.6442	0.00013412	PRG2
ENSG00000254979	11	57154838	57191532	59	10	3536491	4.1445	1.7029e-05	RP11-872D17.8
ENSG00000134802	11	57174427	57195053	37	10	3536381	4.0088	3.0515e-05	SLC43A3
ENSG00000186907	11	57228022	57245007	15	5	3444947	2.1554	0.015564	RTN4RL2
ENSG00000149150	11	57252007	57283259	46	8	3537581	1.9592	0.025047	SLC43A1
ENSG00000134809	11	57295936	57298276	2	1	3583863	1.1279	0.12968	TIMM10
ENSG00000214872	11	57308979	57318108	16	3	3571874	1.5871	0.056249	SMTNL1
ENSG00000156587	11	57319129	57335757	43	8	3530554	2.3119	0.010391	UBE2L6
ENSG00000149131	11	57364860	57382326	36	4	3553829	6.3673	9.6166e-11	SERPING1
ENSG00000166793	11	57412560	57417417	5	3	3521052	4.7863	8.4962e-07	YPEL4
ENSG00000172409	11	57416465	57429340	11	2	3504544	5.5137	1.7572e-08	CLP1
ENSG00000156599	11	57435219	57468659	48	10	3531704	7.7972	3.1641e-15	ZDHHC5
ENSG00000156603	11	57471186	57479693	8	3	3563705	6.3041	1.4491e-10	MED19
ENSG00000213593	11	57480072	57508445	32	5	3502724	7.6451	1.0436e-14	TMX2
ENSG00000254462	11	57480077	57559058	91	11	3503043	6.1094	5e-10	TMX2-CTNND1
ENSG00000211450	11	57508825	57510986	3	1	3530749	6.2976	1.5114e-10	C11orf31
ENSG00000254732	11	57509635	57560715	58	10	3501826	7.1735	3.6549e-13	RP11-691N7.6
ENSG00000233436	11	57510986	57519253	4	2	3448199	3.4752	0.00025527	BTBD18
ENSG00000198561	11	57520715	57587018	75	11	3513114	7.0474	9.1127e-13	CTNND1
ENSG00000186509	11	57791353	57949088	484	26	3540780	4.6218	1.902e-06	OR9Q1
ENSG00000172381	11	57798402	57799403	4	2	3582340	3.0114	0.0013001	OR6Q1
ENSG00000172377	11	57885972	57886916	1	1	3565179	0.72933	0.2329	OR9I1
ENSG00000186513	11	57957906	57958990	4	1	3583863	2.5891	0.004811	OR9Q2
ENSG00000197887	11	57970674	57971653	5	2	3583863	0.0726	0.47106	OR1S2
ENSG00000172774	11	57982217	57983195	7	2	3583863	1.4812	0.069272	OR1S1
ENSG00000180475	11	57995354	57996390	3	2	3529788	1.0307	0.15135	OR10Q1
ENSG00000172772	11	58034264	58035732	4	1	3545372	1.0041	0.15767	OR10W1
ENSG00000197786	11	58125597	58126542	3	1	3563142	3.3858	0.00035487	OR5B17
ENSG00000172769	11	58169937	58170882	8	1	3560874	3.2432	0.00059091	OR5B3
ENSG00000172365	11	58189738	58190786	2	1	3583863	0.0096525	0.49615	OR5B2
ENSG00000172362	11	58206593	58207646	3	2	3583713	-1.2388	0.89229	OR5B12
ENSG00000110031	11	58294344	58345693	58	11	3532707	0.065891	0.47373	LPXN
ENSG00000186660	11	58346584	58388515	58	13	3531965	0.66274	0.25375	ZFP91
ENSG00000255073	11	58346645	58392112	61	13	3530474	0.57145	0.28385	ZFP91-CNTF
ENSG00000242689	11	58390146	58393198	3	2	3526305	0.95933	0.1687	CNTF
ENSG00000149124	11	58407899	58499447	238	28	3527595	0.24088	0.40482	GLYAT
ENSG00000156689	11	58601542	58671688	317	10	3505486	-0.10355	0.54124	GLYATL2
ENSG00000166840	11	58672871	58811000	319	14	3529805	-0.35256	0.63779	GLYATL1
ENSG00000224130	11	58672897	58676071	8	1	3575743	0.15802	0.43722	AP001652.1
ENSG00000189057	11	58874658	58894883	26	6	3506346	-0.10496	0.54179	FAM111B
ENSG00000166801	11	58910221	58922512	15	4	3542726	0.11078	0.4559	FAM111A
ENSG00000110042	11	58938903	58976060	55	8	3550951	0.30786	0.37909	DTX4
ENSG00000197629	11	58975983	58980424	7	3	3574851	1.9611	0.024932	MPEG1
ENSG00000176495	11	59131885	59132921	2	1	3583863	-1.1	0.86433	OR5AN1
ENSG00000172324	11	59189416	59190449	2	1	3583863	-0.11503	0.54579	OR5A2
ENSG00000172320	11	59210617	59211667	6	2	3488028	-0.89941	0.81578	OR5A1
ENSG00000166884	11	59224411	59225464	7	3	3445330	-0.98412	0.83747	OR4D6
ENSG00000172742	11	59282386	59283330	1	1	3557145	-2.0028	0.9774	OR4D9
ENSG00000110048	11	59341871	59383617	69	6	3497395	-0.11083	0.54413	OSBP
ENSG00000166889	11	59404189	59436453	38	5	3513896	0.16006	0.43642	PATL1
ENSG00000172289	11	59480296	59481337	4	2	3489458	-0.61509	0.73075	OR10V1
ENSG00000166900	11	59480929	59573354	253	7	3512953	-0.021594	0.50861	STX3
ENSG00000166902	11	59573608	59578345	7	4	3442390	1.1317	0.12888	MRPL16
ENSG00000134812	11	59596741	59612974	14	4	3562510	0.37542	0.35368	GIF
ENSG00000134827	11	59620273	59634048	13	7	3519919	-0.01861	0.50742	TCN1
ENSG00000214788	11	59705928	59712807	5	3	3472084	-0.30244	0.61884	OOSP1
ENSG00000149507	11	59807748	59815517	15	6	3504628	-0.65093	0.74245	OOSP2
ENSG00000149516	11	59824060	59838601	43	7	3542739	0.25692	0.39862	MS4A3
ENSG00000149534	11	59855734	59863444	10	1	3522303	2.2326	0.012788	MS4A2
ENSG00000110077	11	59939081	59952139	24	5	3549350	1.4729	0.070383	MS4A6A
ENSG00000214787	11	59968726	60010561	105	11	3498563	1.1875	0.11752	MS4A4E
ENSG00000110079	11	60048014	60076445	49	9	3489406	-0.42049	0.66294	MS4A4A
ENSG00000166926	11	60102304	60164069	141	14	3533532	0.014685	0.49414	MS4A6E
ENSG00000166927	11	60145955	60163424	29	6	3542337	-0.39688	0.65427	MS4A7
ENSG00000166928	11	60146003	60185161	94	10	3559393	-0.14516	0.55771	MS4A14
ENSG00000166930	11	60197062	60222687	76	11	3500733	0.31239	0.37737	MS4A5
ENSG00000156738	11	60223225	60238233	27	5	3557446	0.12831	0.44895	MS4A1
ENSG00000071203	11	60260251	60274903	55	3	3516947	0.65529	0.25614	MS4A12
ENSG00000204979	11	60282886	60310194	61	6	3533472	-1.3708	0.91478	MS4A13
ENSG00000166959	11	60467047	60483284	8	2	3532568	-0.42812	0.66572	MS4A8
ENSG00000214782	11	60496789	60511685	16	1	3529585	-0.75751	0.77563	MS4A18
ENSG00000166961	11	60524426	60544205	21	6	3522687	0.29258	0.38492	MS4A15
ENSG00000172689	11	60552821	60568778	42	6	3542394	-0.75894	0.77606	MS4A10
ENSG00000110104	11	60609544	60618554	30	9	3546496	1.1777	0.11946	CCDC86
ENSG00000183134	11	60618413	60623444	26	8	3489480	-0.27157	0.60702	PTGDR2
ENSG00000149506	11	60635035	60643166	13	4	3550900	-1.6394	0.94943	ZP1
ENSG00000110107	11	60658202	60674060	24	6	3487948	-1.1287	0.8705	PRPF19
ENSG00000110108	11	60681346	60690915	9	4	3566346	1.0324	0.15093	TMEM109
ENSG00000006118	11	60691935	60704631	41	5	3540626	-0.53022	0.70202	TMEM132A
ENSG00000110446	11	60704556	60720002	39	10	3510985	0.37045	0.35552	SLC15A3
ENSG00000013725	11	60739115	60787849	150	30	3525162	2.258	0.011971	CD6
ENSG00000110448	11	60869867	60895324	38	7	3520656	2.7705	0.0027984	CD5
ENSG00000167987	11	60897728	60929089	89	5	3505424	3.2274	0.00062464	VPS37C
ENSG00000167992	11	61025762	61062896	6	3	3529051	3.9269	4.3023e-05	VWCE
ENSG00000167986	11	61066923	61110068	8	3	3489251	5.5202	1.6928e-08	DDB1
ENSG00000149476	11	61100682	61120767	4	2	3436736	4.7344	1.0987e-06	DAK
ENSG00000162144	11	61116217	61129771	1	1	3551383	6.0749	6.203e-10	CYB561A3
ENSG00000149483	11	61129473	61136981	2	1	3531755	4.5056	3.3098e-06	TMEM138
ENSG00000187049	11	61159159	61166335	9	2	3501276	5.8524	2.4232e-09	TMEM216
ENSG00000149532	11	61170121	61197503	15	3	3465746	6.1026	5.2187e-10	CPSF7
ENSG00000256591	11	61196692	61253294	60	4	3506126	6.2663	1.8487e-10	RP11-286N22.8
ENSG00000167985	11	61197514	61215001	18	2	3520487	6.2782	1.713e-10	SDHAF2
ENSG00000162148	11	61248592	61258403	7	2	3494628	3.5311	0.00020688	PPP1R32
ENSG00000011347	11	61282785	61348620	62	6	3536913	-1.0649	0.85654	SYT7
ENSG00000134780	11	61447905	61514473	111	14	3535677	5.8257	2.8444e-09	DAGLA
ENSG00000124920	11	61520114	61555990	55	11	3539245	7.8017	3.0531e-15	MYRF
ENSG00000134825	11	61535973	61560274	33	7	3540861	7.795	3.2196e-15	TMEM258
ENSG00000168496	11	61560109	61564716	3	2	3574957	7.2096	2.8066e-13	FEN1
ENSG00000134824	11	61560452	61634826	149	16	3541877	7.0437	9.3597e-13	FADS2
ENSG00000149485	11	61567099	61596790	32	4	3545279	7.5831	1.6875e-14	FADS1
ENSG00000221968	11	61640991	61659523	32	4	3542582	4.2429	1.1031e-05	FADS3
ENSG00000167994	11	61664773	61687741	45	13	3547640	3.906	4.6917e-05	RAB3IL1
ENSG00000167995	11	61717293	61732987	32	7	3469440	1.9305	0.026774	BEST1
ENSG00000167996	11	61727190	61735132	11	5	3515651	0.19788	0.42157	FTH1
ENSG00000269089	11	61735453	61736755	1	1	3583863	0.30679	0.3795	AP003733.1
ENSG00000149503	11	61891445	61920635	121	9	3525364	1.2972	0.097276	INCENP
ENSG00000168515	11	61957688	61961011	9	3	3561412	0.5258	0.29951	SCGB1D1
ENSG00000124939	11	61976140	61981408	6	2	3531682	-0.15109	0.56005	SCGB2A1
ENSG00000124935	11	62009682	62012280	8	4	3536814	-1.126	0.86992	SCGB1D2
ENSG00000110484	11	62037627	62040628	5	3	3540734	-0.13807	0.55491	SCGB2A2
ENSG00000197745	11	62063754	62066536	8	3	3514158	-0.50388	0.69283	SCGB1D4
ENSG00000162174	11	62104920	62160882	118	11	3536575	-0.97031	0.83405	ASRGL1
ENSG00000149021	11	62172575	62190667	52	11	3527038	0.73948	0.22981	SCGB1A1
ENSG00000124942	11	62201016	62323707	146	15	3509629	-0.28836	0.61346	AHNAK
ENSG00000254772	11	62327073	62342401	16	2	3486664	0.53063	0.29784	EEF1G
