Location,SNP-weight Set,ID,TWAS.Z,TWAS.P,FOCUS_twas_z,FOCUS_in_cred_set,FOCUS_pip,FOCUS_region
chr8:22298482-22398657,CMC DLPFC Sp...,PPP3CC,-5.068,4.02e-07,-4.32,0,0.016,8:21661737-8:22897057
chr8:22402499-22433301,PsychENCODE,SORBS3,-5.029,4.93e-07,-4.77,1,0.0517,8:21661737-8:22897057
chr8:37716136-37756985,GTEx Nucleus...,RAB11FIP1,5.2808,1.29e-07,-1.54,0,0.000519,8:35317232-8:37379389
chr8:37716136-37756985,GTEx Nucleus...,RAB11FIP1,5.2808,1.29e-07,5.32,1,0.193,8:37379389-8:38938628
chr8:37888019-37917883,CMC DLPFC,EIF4EBP1,5.04759,4.47e-07,5.12,1,0.0338,8:37379389-8:38938628
chr8:38082736-38120351,GTEx Adrenal...,DDHD2,-5.3889,7.09e-08,-5.27,1,0.0867,8:37379389-8:38938628
chr8:38082736-38120351,GTEx Cortex,DDHD2,-5.519,3.41e-08,-5.28,1,0.134,8:37379389-8:38938628
chr8:38082736-38120351,GTEx Pituita...,DDHD2,-5.202,1.97e-07,-5.05,1,0.0421,8:37379389-8:38938628
chr8:38082736-38120351,GTEx Thyroid,DDHD2,-5.04417,4.56e-07,-4.95,1,0.0267,8:37379389-8:38938628
chr8:38089008-38120287,CMC DLPFC,DDHD2,-5.486,4.11e-08,-4.18,0,0.00157,8:37379389-8:38938628
chr8:38120648-38126761,GTEx Cerebel...,PPAPDC1B,-5.196,2.04e-07,-3.98,0,0.00216,8:37379389-8:38938628
chr8:38239882-38240979,PsychENCODE,RP11-350N15.5,5.567,2.59e-08,5.31,1,0.129,8:37379389-8:38938628
chr8:38268655-38326352,CMC DLPFC Sp...,FGFR1,5.629,1.81e-08,5.27,1,0.0963,8:37379389-8:38938628
chr8:38268656-38326352,GTEx Whole B...,FGFR1,5.12216,3.02e-07,4.97,1,0.493,8:37379389-8:38938628
chr8:38279460-38283614,GTEx Cerebel...,RP11-350N15.4,4.8821,1.05e-06,4.65,1,0.0296,8:37379389-8:38938628
chr8:38291865-38293182,GTEx Cerebel...,RPS20P22,-5.1958,2.04e-07,-5.13,1,0.0822,8:37379389-8:38938628
chr8:41518509-41523084,GTEx Cerebel...,RP11-930P14.1,-5.7068,1.15e-08,-4.48,1,0.3,8:40703367-8:41720930
chr8:41518509-41523084,GTEx Cerebel...,RP11-930P14.1,-5.7068,1.15e-08,-3.75,1,0.0339,8:41722290-8:42773823
chr8:52232136-52722005,CMC DLPFC,PXDNL,6.87164,6.35e-12,6.7,1,1,8:50082470-8:53302930
chr8:63927638-63951730,GTEx ACC ,GGH,5.363,8.18e-08,5.29,1,0.996,8:63349908-8:65232872
chr8:65492814-65496181,GTEx ACC ,BHLHE22,-5.1016,3.37e-07,-4.46,0,0.921,8:63349908-8:65232872
chr8:65492814-65496181,GTEx ACC ,BHLHE22,-5.1016,3.37e-07,-4.49,0,0.000297,8:65232872-8:66488718
chr8:65508528-65711348,CMC DLPFC,CYP7B1,-7.89437,2.92e-15,-7.73,1,1,8:65232872-8:66488718
chr8:65713793-65730130,GTEx Whole B...,RP11-1D12.2,6.52494,6.8e-11,6.28,0,0.00032,8:65232872-8:66488718
chr8:66439243-66475015,GTEx Caudate...,CTD-3025N20.2,4.88086,1.06e-06,3.99,0,0.00437,8:65232872-8:66488718
chr8:66439243-66475015,GTEx Caudate...,CTD-3025N20.2,4.88086,1.06e-06,4.64,1,0.00748,8:66489159-8:69863057
chr8:66439243-66475015,GTEx Cortex,CTD-3025N20.2,5.058,4.24e-07,4.31,0,0.0138,8:65232872-8:66488718
chr8:66439243-66475015,GTEx Cortex,CTD-3025N20.2,5.058,4.24e-07,3.37,0,0.000368,8:66489159-8:69863057
chr8:66439243-66475015,GTEx Hypotha...,CTD-3025N20.2,5.058,4.24e-07,4.62,0,0.0525,8:65232872-8:66488718
chr8:66439243-66475015,GTEx Hypotha...,CTD-3025N20.2,5.058,4.24e-07,5.53,1,0.526,8:66489159-8:69863057
chr8:66439243-66475015,GTEx Putamen...,CTD-3025N20.2,5.2196,1.79e-07,2.85,0,0.000266,8:65232872-8:66488718
chr8:66439243-66475015,GTEx Putamen...,CTD-3025N20.2,5.2196,1.79e-07,5.48,1,0.403,8:66489159-8:69863057
chr8:66504085-66504707,GTEx Substan...,CTD-3025N20.3,5.065,4.08e-07,4.46,1,0.077,8:65232872-8:66488718
chr8:66504085-66504707,GTEx Substan...,CTD-3025N20.3,5.065,4.08e-07,4.73,1,0.0104,8:66489159-8:69863057
chr8:80676245-80680098,GTEx Hypotha...,HEY1,5.032,4.85e-07,5.26,1,0.979,8:79132861-8:81956395
chr8:90914087-90940116,GTEx ACC ,OSGIN2,-4.8562,1.2e-06,-0.243,0,0.000163,8:89085842-8:90638162
chr8:90914087-90940116,GTEx ACC ,OSGIN2,-4.8562,1.2e-06,-5,1,0.558,8:90638162-8:93554257
chr8:92082424-92099323,GTEx Thyroid,OTUD6B,-4.93995,7.81e-07,-4.77,1,0.475,8:90638162-8:93554257
chr8:103265240-103425069,YFS Blood,UBR5,-5.471,4.48e-08,-5.44,1,0.989,8:101620958-8:104123306
chr9:13406379-13433052,GTEx Hypotha...,RP11-536O18.2,-6.9503,3.65e-12,-7.04,1,1,9:12276490-9:14836363
chr9:14555480-14693480,CMC DLPFC Sp...,ZDHHC21,-5.21729,1.82e-07,-5.05,0,0.00104,9:12276490-9:14836363
chr9:14588795-14590063,GTEx Adrenal...,RP11-408A13.4,5.999,1.99e-09,6.61,1,0.735,9:12276490-9:14836363
chr9:14588795-14590063,GTEx Adrenal...,RP11-408A13.4,5.999,1.99e-09,0.611,0,0.000209,9:14836363-9:16659573
chr9:14588795-14590063,GTEx Caudate...,RP11-408A13.4,6.352,2.13e-10,6.2,0,0.0337,9:12276490-9:14836363
chr9:14588795-14590063,GTEx Cerebel...,RP11-408A13.4,6.5371,6.27e-11,6.4,1,0.199,9:12276490-9:14836363
chr9:14588795-14590063,GTEx Cerebel...,RP11-408A13.4,6.0272,1.67e-09,5.93,0,0.0371,9:12276490-9:14836363
chr9:14588795-14590063,GTEx Nucleus...,RP11-408A13.4,5.5581,2.73e-08,5.4,0,0.00147,9:12276490-9:14836363
chr9:14588795-14590063,GTEx Nucleus...,RP11-408A13.4,5.5581,2.73e-08,0.747,0,0.000225,9:14836363-9:16659573
chr9:14588795-14590063,PsychENCODE,RP11-408A13.4,5.07456,3.88e-07,4.54,0,0.000202,9:12276490-9:14836363
chr9:14588795-14590063,PsychENCODE,RP11-408A13.4,5.07456,3.88e-07,1.21,0,0.000344,9:14836363-9:16659573
chr9:14588795-14590063,GTEx Thyroid,RP11-408A13.4,5.32213,1.03e-07,5.23,0,0.000311,9:12276490-9:14836363
chr9:14588795-14590063,GTEx Whole B...,RP11-408A13.4,5.014,5.33e-07,4.6,0,0.000377,9:12276490-9:14836363
chr9:14593575-14594198,GTEx Thyroid,RP11-408A13.1,5.59582,2.2e-08,5.53,0,0.00116,9:12276490-9:14836363
chr9:14593575-14594198,GTEx Thyroid,RP11-408A13.1,5.59582,2.2e-08,0.635,0,0.000211,9:14836363-9:16659573
chr9:34211973-34329198,CMC DLPFC,KIF24,4.891,1e-06,4.36,1,0.0422,9:33578528-9:34642024
chr9:34211973-34329198,CMC DLPFC,KIF24,4.891,1e-06,0.823,0,0.000669,9:34642344-9:36743187
chr9:37438111-37465396,GTEx Adrenal...,ZBTB5,7.636,2.24e-14,7.57,1,0.326,9:36743759-9:38641599
chr9:37485932-37503694,GTEx Cerebel...,POLR1E,-4.9631,6.94e-07,-4.99,0,0.000908,9:36743759-9:38641599
chr9:37485932-37503694,PsychENCODE,POLR1E,-6.09808,1.07e-09,-5.55,0,0.000341,9:36743759-9:38641599
chr9:37485944-37503693,CMC DLPFC,POLR1E,-5.642,1.68e-08,-7.65,0,0.00187,9:36743759-9:38641599
chr9:37485944-37503693,CMC DLPFC Sp...,POLR1E,-4.90492,9.35e-07,-4.85,0,0.000299,9:36743759-9:38641599
chr9:37485944-37503693,CMC DLPFC Sp...,POLR1E,5.74283,9.31e-09,5.66,0,0.00758,9:36743759-9:38641599
chr9:37490418-37490890,GTEx Adrenal...,RP11-405L18.4,5.172,2.32e-07,5.05,0,0.00212,9:36743759-9:38641599
chr9:37510888-37588929,CMC DLPFC,FBXO10,-8.3883,4.93e-17,-8.42,1,0.986,9:36743759-9:38641599
chr9:37510889-37588871,PsychENCODE,FBXO10,-5.50496,3.69e-08,-5.29,0,0.000198,9:36743759-9:38641599
chr9:37800499-37867663,GTEx Substan...,DCAF10,7.172,7.38e-13,7.15,0,0.000418,9:36743759-9:38641599
chr9:91926112-91931618,CMC DLPFC,CKS2,-5.797,6.75e-09,-5.5,1,0.173,9:90136246-9:92528698
chr9:91926113-91931618,GTEx Cerebel...,CKS2,-5.797,6.75e-09,-5.52,1,0.13,9:90136246-9:92528698
chr9:91926113-91931618,GTEx Frontal...,CKS2,-5.797,6.75e-09,-5.26,0,0.0647,9:90136246-9:92528698
chr9:91926113-91931618,PsychENCODE,CKS2,-5.59308,2.23e-08,-5.41,0,0.0719,9:90136246-9:92528698
chr9:91926113-91931618,GTEx Thyroid,CKS2,-5.29477,1.19e-07,-5.18,1,0.201,9:90136246-9:92528698
chr9:91926113-91931618,GTEx Whole B...,CKS2,-5.797,6.75e-09,-6,1,0.52,9:90136246-9:92528698
chr9:91926113-91931618,YFS Blood,CKS2,-5.5762,2.46e-08,-5.38,0,0.0317,9:90136246-9:92528698
chr9:91975702-92113045,GTEx Cortex,SEMA4D,-5.22989,1.7e-07,-5.19,0,0.0153,9:90136246-9:92528698
chr9:92219928-92221470,YFS Blood,GADD45G,5.252,1.5e-07,5.24,1,0.534,9:90136246-9:92528698
chr9:92219928-92221470,YFS Blood,GADD45G,5.252,1.5e-07,0.172,0,0.000161,9:92528698-9:94167203
chr9:96192624-96193581,GTEx Cerebel...,RP11-165J3.5,7.24629,4.28e-13,7.09,1,0.957,9:94167203-9:96671698
chr9:96197614-96199403,GTEx ACC ,RP11-165J3.6,6.39903,1.56e-10,6.23,1,0.00501,9:94167203-9:96671698
chr9:96197614-96199403,GTEx Caudate...,RP11-165J3.6,4.931,8.18e-07,4.78,0,0.000918,9:94167203-9:96671698
chr9:96197614-96199403,GTEx Cerebel...,RP11-165J3.6,6.73736,1.61e-11,6.51,1,0.0254,9:94167203-9:96671698
chr9:96197614-96199403,GTEx Cortex,RP11-165J3.6,6.27299,3.54e-10,6.13,0,0.0022,9:94167203-9:96671698
chr9:96197614-96199403,PsychENCODE,RP11-165J3.6,5.70936,1.13e-08,5.53,0,0.000516,9:94167203-9:96671698
chr9:96197614-96199403,GTEx Pituita...,RP11-165J3.6,5.605,2.08e-08,5.22,0,0.000636,9:94167203-9:96671698
chr9:96197614-96199403,GTEx Pituita...,RP11-165J3.6,5.605,2.08e-08,0.933,0,0.000233,9:96671698-9:98921816
chr9:96197614-96199403,GTEx Thyroid,RP11-165J3.6,6.53078,6.54e-11,6.36,1,0.00896,9:94167203-9:96671698
chr9:96208776-96215874,YFS Blood,FAM120AOS,-5.8051,6.43e-09,-5.81,0,0.00222,9:94167203-9:96671698
chr9:96208776-96215874,YFS Blood,FAM120AOS,-5.8051,6.43e-09,0.405,0,0.000171,9:96671698-9:98921816
chr9:96208781-96215874,CMC DLPFC Sp...,FAM120AOS,5.3254,1.01e-07,6.05,0,0.00244,9:94167203-9:96671698
chr9:96208781-96215874,CMC DLPFC Sp...,FAM120AOS,5.3254,1.01e-07,-0.724,0,0.000281,9:96671698-9:98921816
chr9:98205262-98279339,GTEx Whole B...,PTCH1,7.46529,8.31e-14,7.19,1,0.959,9:96671698-9:98921816
chr9:98205262-98279339,YFS Blood,PTCH1,7.439,1.01e-13,6.66,0,0.0414,9:96671698-9:98921816
chr9:98205263-98279339,NTR Blood,PTCH1,5.8934,3.78e-09,5.86,0,0.000865,9:96671698-9:98921816
chr9:109625378-109775915,GTEx Cortex,ZNF462,-4.99865,5.77e-07,-2.58,0,0.00431,9:107581749-9:109298754
chr9:109625378-109775915,GTEx Cortex,ZNF462,-4.99865,5.77e-07,-4.7,0,0.0313,9:109298754-9:110695062
chr9:109625378-109775915,GTEx Thyroid,ZNF462,-5.66912,1.44e-08,-1.75,0,0.000707,9:107581749-9:109298754
chr9:109625378-109775915,GTEx Thyroid,ZNF462,-5.66912,1.44e-08,-5.57,1,0.959,9:109298754-9:110695062
chr9:114935802-114936251,PsychENCODE,RP11-165N19.2,-4.859,1.18e-06,-0.591,0,0.000194,9:112778426-9:114830846
chr9:114935802-114936251,PsychENCODE,RP11-165N19.2,-4.859,1.18e-06,-4.63,0,0.0327,9:114831484-9:115691913
chr9:114980715-115095947,GTEx Cerebel...,PTBP3,-5.423,5.86e-08,-5.17,0,0.418,9:114831484-9:115691913
chr9:120410884-120419305,GTEx Caudate...,RP11-500B12.1,4.8358,1.33e-06,4.67,0,0.00378,9:117921960-9:121321537
chr9:120466459-120479768,NTR Blood,TLR4,-5.582,2.38e-08,-6.11,1,0.566,9:117921960-9:121321537
chr9:120466610-120479149,GTEx Whole B...,TLR4,-5.582,2.38e-08,-5.48,0,0.0772,9:117921960-9:121321537
chr9:120466610-120479149,YFS Blood,TLR4,-6.624,3.5e-11,-5.61,1,0.289,9:117921960-9:121321537
chr9:120545726-120630349,GTEx Cerebel...,RP11-281A20.2,-6.509,7.57e-11,-5.72,1,0.655,9:117921960-9:121321537
chr9:120545726-120630349,GTEx Whole B...,RP11-281A20.2,-5.98983,2.1e-09,-5.74,0,0.244,9:117921960-9:121321537
chr9:125670335-125675609,PsychENCODE,ZBTB6,-5.315,1.07e-07,-3.78,0,0.000303,9:124871322-9:126971353
chr9:125703111-125867147,CMC DLPFC,RABGAP1,5.1143,3.15e-07,5.07,0,0.0171,9:124871322-9:126971353
chr9:125703111-125867147,CMC DLPFC Sp...,RABGAP1,5.40849,6.36e-08,5.28,0,0.0619,9:124871322-9:126971353
chr9:125703112-125867145,GTEx Adrenal...,RABGAP1,5.994,2.05e-09,5.63,1,0.868,9:124871322-9:126971353
chr9:125703112-125867145,GTEx ACC ,RABGAP1,4.86209,1.16e-06,5,0,0.0217,9:124871322-9:126971353
chr9:125703112-125867145,PsychENCODE,RABGAP1,4.90535,9.33e-07,4.78,0,0.00422,9:124871322-9:126971353
chr9:125703112-125867145,GTEx Whole B...,RABGAP1,4.90751,9.22e-07,5,0,0.0198,9:124871322-9:126971353
chr9:126141933-126692431,PsychENCODE,DENND1A,5.287,1.24e-07,4.9,0,0.000757,9:124871322-9:126971353
chr9:127615755-127620158,GTEx Substan...,WDR38,5.184,2.17e-07,5.22,1,0.0311,9:126972424-9:129059665
chr9:127640646-127703378,GTEx Cerebel...,GOLGA1,-5.3792,7.48e-08,-5.48,1,0.114,9:126972424-9:129059665
chr9:127640646-127703378,GTEx Cerebel...,GOLGA1,-5.11427,3.15e-07,-4.86,0,0.00887,9:126972424-9:129059665
chr9:127704887-127905775,GTEx Adrenal...,SCAI,5.436,5.45e-08,5.45,1,0.106,9:126972424-9:129059665
chr9:127704887-127905775,GTEx Cerebel...,SCAI,4.87919,1.07e-06,4.89,0,0.00684,9:126972424-9:129059665
chr9:127704887-127905775,GTEx Thyroid,SCAI,4.84796,1.25e-06,4.96,0,0.0102,9:126972424-9:129059665
chr9:127908852-127952218,GTEx Hypotha...,PPP6C,5.4626,4.69e-08,5.48,1,0.12,9:126972424-9:129059665
chr9:127908852-127952429,NTR Blood,PPP6C,5.353,8.65e-08,5.18,1,0.027,9:126972424-9:129059665
chr9:127908852-127952218,PsychENCODE,PPP6C,4.9724,6.61e-07,4.88,0,0.0067,9:126972424-9:129059665
chr9:127908852-127952218,GTEx Thyroid,PPP6C,5.27358,1.34e-07,5.26,1,0.0379,9:126972424-9:129059665
chr9:127908852-127952218,GTEx Whole B...,PPP6C,5.5478,2.89e-08,5.6,1,0.22,9:126972424-9:129059665
chr9:127912932-127913868,GTEx Cerebel...,PRPS1P2,-5.2823,1.28e-07,-5.17,1,0.0245,9:126972424-9:129059665
chr9:127912932-127913868,GTEx Cerebel...,PRPS1P2,-5.28514,1.26e-07,-5.29,1,0.0435,9:126972424-9:129059665
chr9:127912932-127913868,GTEx Frontal...,PRPS1P2,-4.98863,6.08e-07,-5.01,1,0.0126,9:126972424-9:129059665
chr9:127912932-127913868,PsychENCODE,PRPS1P2,-5.087,3.64e-07,-4.85,0,0.00593,9:126972424-9:129059665
chr9:127912932-127913868,GTEx Pituita...,PRPS1P2,-5.3073,1.11e-07,-5.35,1,0.059,9:126972424-9:129059665
chr9:127962821-127996437,GTEx Whole B...,RABEPK,5.024,5.06e-07,4.81,0,0.00493,9:126972424-9:129059665
chr9:127962821-127996437,YFS Blood,RABEPK,5.3748,7.67e-08,5.33,1,0.053,9:126972424-9:129059665
chr9:128024110-128127290,CMC DLPFC Sp...,GAPVD1,5.247,1.55e-07,5.21,1,0.0368,9:126972424-9:129059665
chr9:128024110-128127290,CMC DLPFC Sp...,GAPVD1,4.869,1.12e-06,4.69,0,0.00414,9:126972424-9:129059665
chr9:129677053-129985445,GTEx Thyroid,RALGPS1,-5.70296,1.18e-08,-5.55,1,0.13,9:129059665-9:130054967
chr9:129986544-130155939,GTEx Cerebel...,GARNL3,-5.44105,5.3e-08,-5.44,0,0.00219,9:129059665-9:130054967
chr9:129986544-130155939,GTEx Cerebel...,GARNL3,-5.44105,5.3e-08,-3.4,1,0.0058,9:130055654-9:132165470
chr9:130267618-130341268,GTEx Pituita...,FAM129B,5.4679,4.55e-08,5.4,1,0.23,9:129059665-9:130054967
chr9:130267618-130341268,GTEx Pituita...,FAM129B,5.4679,4.55e-08,4.77,1,0.805,9:130055654-9:132165470
chr9:132596977-132644107,PsychENCODE,USP20,-5.25933,1.45e-07,-0.0608,0,0.000238,9:130055654-9:132165470
chr9:132596977-132644107,PsychENCODE,USP20,-5.25933,1.45e-07,-5.17,1,0.983,9:132165470-9:133223217
chr9:136895427-136933657,PsychENCODE,BRD3,-4.94144,7.75e-07,-4.81,1,0.0313,9:135298842-9:137041122
chr9:136896708-136933657,GTEx Pituita...,BRD3,-5.758,8.51e-09,-5.47,1,0.863,9:135298842-9:137041122
chr10:5807186-5884095,PsychENCODE,GDI2,-4.9873,6.12e-07,-4.97,1,0.265,10:4572578-10:5983762
chr10:5807186-5884095,PsychENCODE,GDI2,-4.9873,6.12e-07,0.82,0,0.000226,10:5983762-10:7171183
chr10:5807186-5884095,GTEx Whole B...,GDI2,-5.4789,4.28e-08,-5.38,1,0.502,10:4572578-10:5983762
chr10:5807186-5884095,GTEx Whole B...,GDI2,-5.4789,4.28e-08,-0.882,0,0.000237,10:5983762-10:7171183
chr10:5807186-5884095,YFS Blood,GDI2,-5.06353,4.12e-07,-4.84,0,0.0163,10:4572578-10:5983762
chr10:5807186-5884095,YFS Blood,GDI2,-5.06353,4.12e-07,2.31,0,0.00215,10:5983762-10:7171183
chr10:5932194-5979556,GTEx Pituita...,FBXO18,5.06654,4.05e-07,4.92,1,0.173,10:4572578-10:5983762
chr10:21823094-22032559,GTEx Thyroid,MLLT10,5.39852,6.72e-08,5.41,1,0.784,10:19716878-10:22771609
chr10:21823100-22032559,CMC DLPFC Sp...,MLLT10,-5.08946,3.59e-07,-5.03,1,0.121,10:19716878-10:22771609
chr10:22724353-22726858,CMC DLPFC,LOC100499489,-5.30221,1.14e-07,-4.96,0,0.0858,10:19716878-10:22771609
chr10:22724353-22726858,CMC DLPFC,LOC100499489,-5.30221,1.14e-07,-2.21,0,0.00191,10:23175132-10:25578596
chr10:75434033-75457639,GTEx Adrenal...,AGAP5,-5.031,4.88e-07,-3.89,1,0.0243,10:73508562-10:75422314
chr10:75434033-75457639,GTEx Adrenal...,AGAP5,-5.031,4.88e-07,-4.8,0,4.19e-06,10:75422693-10:78706814
chr10:75434033-75457639,PsychENCODE,AGAP5,5.22,1.79e-07,3.4,1,0.00466,10:73508562-10:75422314
chr10:75434033-75457639,PsychENCODE,AGAP5,5.22,1.79e-07,5.32,0,5.41e-05,10:75422693-10:78706814
chr10:75434033-75457639,GTEx Thyroid,AGAP5,-5.165,2.4e-07,-5.02,0,1.15e-05,10:75422693-10:78706814
chr10:75458908-75490272,CMC DLPFC,BMS1P4,5.031,4.88e-07,4.8,0,4.19e-06,10:75422693-10:78706814
chr10:75458909-75490245,PsychENCODE,RP11-574K11.28,5.012,5.39e-07,4.58,0,2.34e-06,10:75422693-10:78706814
chr10:75463493-75473339,GTEx Thyroid,RP11-574K11.29,5.55613,2.76e-08,3.84,1,0.0193,10:73508562-10:75422314
chr10:75463493-75473339,GTEx Thyroid,RP11-574K11.29,5.55613,2.76e-08,5.43,0,0.000228,10:75422693-10:78706814
chr10:75491582-75493396,GTEx Adrenal...,DUSP8P5,-5.1876,2.13e-07,2.47,0,0.000786,10:73508562-10:75422314
chr10:75491582-75493396,GTEx Adrenal...,DUSP8P5,-5.1876,2.13e-07,-5.99,0,0.0121,10:75422693-10:78706814
chr10:75532049-75540009,PsychENCODE,FUT11,5.9457,2.75e-09,5.22,0,2.82e-05,10:75422693-10:78706814
chr10:75532379-75540009,GTEx ACC ,FUT11,4.857,1.19e-06,5.03,0,9.86e-06,10:75422693-10:78706814
chr10:75532379-75540009,GTEx Cerebel...,FUT11,5.013,5.36e-07,4.77,0,3.52e-06,10:75422693-10:78706814
chr10:75532379-75540009,GTEx Cortex,FUT11,7.0366,1.97e-12,4.18,1,0.0702,10:73508562-10:75422314
chr10:75532379-75540009,GTEx Cortex,FUT11,7.0366,1.97e-12,6.78,1,0.938,10:75422693-10:78706814
chr10:75532379-75540009,GTEx Frontal...,FUT11,5.3849,7.25e-08,3.56,1,0.00729,10:73508562-10:75422314
chr10:75532379-75540009,GTEx Frontal...,FUT11,5.3849,7.25e-08,4.75,0,7.02e-06,10:75422693-10:78706814
chr10:75532379-75540009,GTEx Nucleus...,FUT11,6.83867,7.99e-12,4.05,1,0.0405,10:73508562-10:75422314
chr10:75532379-75540009,GTEx Nucleus...,FUT11,6.83867,7.99e-12,6.47,0,0.0478,10:75422693-10:78706814
chr10:75532379-75540009,GTEx Pituita...,FUT11,4.857,1.19e-06,3.87,1,0.0226,10:73508562-10:75422314
chr10:75532379-75540009,GTEx Pituita...,FUT11,4.857,1.19e-06,4.38,0,1.99e-06,10:75422693-10:78706814
chr10:75532379-75540009,GTEx Thyroid,FUT11,5.35596,8.51e-08,-1.54,0,0.002,10:73508562-10:75422314
chr10:75532379-75540009,GTEx Thyroid,FUT11,5.35596,8.51e-08,5.72,0,0.00195,10:75422693-10:78706814
chr10:75572258-75634349,CMC DLPFC Sp...,CAMK2G,-5.28532,1.25e-07,-5.14,0,2.85e-05,10:75422693-10:78706814
chr10:75572258-75634349,CMC DLPFC Sp...,CAMK2G,5.25105,1.51e-07,5.11,0,2.62e-05,10:75422693-10:78706814
chr10:76969912-76991206,GTEx Adrenal...,VDAC2,-5.211,1.88e-07,-3.22,0,7.21e-05,10:75422693-10:78706814
chr10:76969912-76991206,GTEx Whole B...,VDAC2,-5.4447,5.19e-08,-5.3,0,0.0139,10:75422693-10:78706814
chr10:77169085-77171600,GTEx Frontal...,RP11-399K21.14,4.9298,8.23e-07,4.9,0,0.149,10:75422693-10:78706814
chr10:98981929-99052430,CMC DLPFC,ARHGAP19,-5.975,2.3e-09,-5.57,1,0.43,10:97822357-10:100241204
chr10:98981930-99030421,GTEx Thyroid,ARHGAP19,-5.975,2.3e-09,-4.48,0,0.00226,10:97822357-10:100241204
chr10:99079021-99081672,CMC DLPFC,FRAT1,-4.88407,1.04e-06,-4.9,1,0.0222,10:97822357-10:100241204
chr10:99079022-99081672,PsychENCODE,FRAT1,-4.903,9.44e-07,-4.79,0,0.012,10:97822357-10:100241204
chr10:99092253-99094458,CMC DLPFC,FRAT2,-5.6807,1.34e-08,-5.52,1,0.317,10:97822357-10:100241204
chr10:99092255-99094458,PsychENCODE,FRAT2,-5.4918,3.98e-08,-5.37,1,0.213,10:97822357-10:100241204
chr10:99185917-99193198,GTEx Thyroid,PGAM1,-4.91324,8.96e-07,-4.72,0,0.022,10:97822357-10:100241204
chr10:99624757-99790585,PsychENCODE,CRTAC1,5.158,2.5e-07,0.183,0,0.000167,10:100241926-10:100668400
chr10:99624757-99790585,PsychENCODE,CRTAC1,5.158,2.5e-07,5.09,1,0.813,10:97822357-10:100241204
chr10:100011780-100016332,GTEx Thyroid,RP11-34A14.3,5.064,4.11e-07,0.335,0,0.000175,10:100241926-10:100668400
chr10:100011780-100016332,GTEx Thyroid,RP11-34A14.3,5.064,4.11e-07,4.94,1,0.115,10:97822357-10:100241204
chr10:104179558-104182893,NTR Blood,FBXL15,-5.6261,1.84e-08,-4.19,0,0.0014,10:102949372-10:104380235
chr10:104179558-104182893,NTR Blood,FBXL15,-5.6261,1.84e-08,-4.07,0,0.000421,10:104380686-10:106695048
chr10:104221149-104236802,GTEx ACC ,TMEM180,-5.1628,2.43e-07,-5.03,0,0.00409,10:102949372-10:104380235
chr10:104221149-104236802,GTEx ACC ,TMEM180,-5.1628,2.43e-07,-4.13,1,0.0509,10:104380686-10:106695048
chr10:104221149-104236802,GTEx Cerebel...,TMEM180,-4.8517,1.22e-06,-4.95,0,0.000972,10:102949372-10:104380235
chr10:104221149-104236802,GTEx Cerebel...,TMEM180,-4.8517,1.22e-06,-0.116,0,6.63e-06,10:104380686-10:106695048
chr10:104238986-104262482,GTEx Putamen...,ACTR1A,-4.8636,1.15e-06,-4.75,0,0.000384,10:102949372-10:104380235
chr10:104263744-104393292,PsychENCODE,SUFU,-6.5565,5.51e-11,-6.47,1,0.98,10:102949372-10:104380235
chr10:104263744-104393292,PsychENCODE,SUFU,-6.5565,5.51e-11,-1.84,0,1.84e-05,10:104380686-10:106695048
chr10:104402549-104403897,GTEx Caudate...,RP11-47A8.5,5.37,7.87e-08,2.16,0,0.00102,10:102949372-10:104380235
chr10:104402549-104403897,GTEx Caudate...,RP11-47A8.5,5.37,7.87e-08,5.62,0,7.76e-05,10:104380686-10:106695048
chr10:104402549-104403897,GTEx Cortex,RP11-47A8.5,6.5695,5.05e-11,5.66,0,0.00729,10:102949372-10:104380235
chr10:104402549-104403897,GTEx Cortex,RP11-47A8.5,6.5695,5.05e-11,6.39,1,0.144,10:104380686-10:106695048
chr10:104402549-104403897,GTEx Nucleus...,RP11-47A8.5,5.44974,5.04e-08,5.26,0,2.62e-05,10:104380686-10:106695048
chr10:104402549-104403897,PsychENCODE,RP11-47A8.5,6.3032,2.92e-10,4.62,1,0.0232,10:102949372-10:104380235
chr10:104402549-104403897,PsychENCODE,RP11-47A8.5,6.3032,2.92e-10,5.14,0,9.14e-05,10:104380686-10:106695048
chr10:104402549-104403897,GTEx Thyroid,RP11-47A8.5,5.79248,6.94e-09,3.22,0,0.000257,10:102949372-10:104380235
chr10:104402549-104403897,GTEx Thyroid,RP11-47A8.5,5.79248,6.94e-09,6.73,1,0.0614,10:104380686-10:106695048
chr10:104404253-104418164,GTEx ACC ,TRIM8,5.9675,2.41e-09,5.49,0,0.00283,10:102949372-10:104380235
chr10:104404253-104418164,GTEx ACC ,TRIM8,5.9675,2.41e-09,4.2,0,1.08e-05,10:104380686-10:106695048
chr10:104404253-104418164,PsychENCODE,TRIM8,7.0395,1.93e-12,6.91,1,0.142,10:104380686-10:106695048
chr10:104433483-104474190,CMC DLPFC,ARL3,5.11317,3.17e-07,5.35,0,0.00269,10:102949372-10:104380235
chr10:104433483-104474190,CMC DLPFC,ARL3,5.11317,3.17e-07,4.21,0,0.000441,10:104380686-10:106695048
